# step	time [s]	loss min	loss median	loss max	learning rate
57800	530	0.21741	0.374858	0.639539	0.001
57900	531	0.171493	0.383252	0.549543	0.001
58000	532	0.151423	0.393379	0.644043	0.001
58100	534	0.208171	0.372483	0.573014	0.001
58200	535	0.203018	0.37025	0.580316	0.001
58300	536	0.21325	0.367961	0.629427	0.001
58400	536	0.188264	0.389176	0.703098	0.001
58500	537	0.180355	0.374412	0.610573	0.001
58600	538	0.199229	0.374977	0.599092	0.001
58700	538	0.228868	0.363343	0.669202	0.001
58800	539	0.215471	0.355206	0.706797	0.001
58900	540	0.240146	0.375495	0.619011	0.001
59000	541	0.166781	0.370333	0.625648	0.001
59100	543	0.146234	0.365302	0.632302	0.001
59200	544	0.253364	0.371131	0.575352	0.001
59300	545	0.199705	0.360719	0.575602	0.001
59400	545	0.191048	0.364215	0.635544	0.001
59500	546	0.217548	0.38258	0.6141	0.001
59600	547	0.196558	0.363622	0.656037	0.001
59700	548	0.187082	0.385669	0.631935	0.001
59800	548	0.193946	0.368153	0.614311	0.001
59900	549	0.212554	0.357371	0.678778	0.001
60000	550	0.198883	0.366502	0.565292	0.0001
60100	553	0.231745	0.358486	0.614813	0.0001
60200	553	0.239625	0.368595	0.553145	0.0001
60300	554	0.194539	0.373496	0.686509	0.0001
60400	555	0.204696	0.380393	0.642566	0.0001
60500	555	0.197466	0.361995	0.591536	0.0001
60600	556	0.216345	0.361102	0.538798	0.0001
60700	557	0.196462	0.370966	0.535993	0.0001
60800	558	0.145895	0.367757	0.601321	0.0001
60900	558	0.203112	0.362331	0.556788	0.0001
61000	559	0.192383	0.370902	0.508995	0.0001
61100	562	0.172259	0.384109	0.606822	0.0001
61200	562	0.187022	0.364241	0.619029	0.0001
61300	563	0.1743	0.367177	0.618456	0.0001
61400	564	0.206283	0.363173	0.701301	0.0001
61500	565	0.207156	0.381526	0.626807	0.0001
61600	565	0.184829	0.352365	0.558175	0.0001
61700	566	0.219635	0.373171	0.609841	0.0001
61800	567	0.16017	0.351516	0.628586	0.0001
61900	567	0.217067	0.37574	0.585717	0.0001
62000	568	0.21573	0.364631	0.585547	0.0001
62100	571	0.168154	0.372249	0.651259	0.0001
62200	571	0.184391	0.360768	0.568012	0.0001
62300	572	0.218169	0.360191	0.653066	0.0001
62400	573	0.178602	0.370354	0.629383	0.0001
62500	574	0.187376	0.372415	0.604266	0.0001
62600	574	0.172642	0.387926	0.705318	0.0001
62700	575	0.195102	0.378196	0.618931	0.0001
62800	576	0.208984	0.359891	0.544982	0.0001
62900	577	0.223188	0.37636	0.618735	0.0001
63000	577	0.168722	0.347709	0.574418	0.0001
63100	580	0.216928	0.377627	0.612193	0.0001
63200	581	0.193601	0.367448	0.652278	0.0001
63300	581	0.180025	0.373824	0.567978	0.0001
63400	582	0.164124	0.36036	0.567978	0.0001
63500	583	0.230236	0.369765	0.617153	0.0001
63600	583	0.182465	0.378423	0.579949	0.0001
63700	584	0.204517	0.382622	0.608503	0.0001
63800	585	0.200311	0.365623	0.582887	0.0001
63900	586	0.21163	0.380521	0.634768	0.0001
64000	586	0.215828	0.37281	0.588587	0.0001
64100	589	0.189828	0.366802	0.560545	0.0001
64200	590	0.181507	0.364024	0.606663	0.0001
64300	590	0.189282	0.362835	0.546394	0.0001
64400	591	0.212703	0.369394	0.690027	0.0001
64500	592	0.167393	0.369985	0.554282	0.0001
64600	593	0.208202	0.36721	0.643409	0.0001
64700	593	0.198779	0.364728	0.617335	0.0001
64800	594	0.207217	0.383849	0.657958	0.0001
64900	595	0.229246	0.363761	0.561335	0.0001
65000	596	0.216044	0.378813	0.676311	0.0001
65100	598	0.175317	0.3809	0.636235	0.0001
65200	599	0.215266	0.366035	0.57621	0.0001
65300	599	0.170201	0.366441	0.547754	0.0001
65400	600	0.17088	0.365518	0.60379	0.0001
65500	601	0.187827	0.375978	0.581388	0.0001
65600	602	0.221027	0.368925	0.567944	0.0001
65700	602	0.176391	0.359235	0.633555	0.0001
65800	603	0.241216	0.375102	0.64555	0.0001
65900	604	0.205369	0.369417	0.538838	0.0001
66000	605	0.21947	0.36788	0.606159	0.0001
66100	607	0.194479	0.378725	0.550359	0.0001
66200	608	0.188952	0.375643	0.521805	0.0001
66300	609	0.16336	0.363699	0.620271	0.0001
66400	609	0.210695	0.357744	0.666987	0.0001
66500	610	0.242033	0.368182	0.579329	0.0001
66600	611	0.195055	0.359448	0.531079	0.0001
66700	612	0.197416	0.379991	0.675645	0.0001
66800	612	0.203278	0.360989	0.634078	0.0001
66900	613	0.221929	0.368793	0.575225	0.0001
67000	614	0.213007	0.353788	0.593423	0.0001
67100	616	0.19743	0.375352	0.589617	0.0001
67200	617	0.230736	0.367881	0.621899	0.0001
67300	618	0.181706	0.357768	0.53937	0.0001
67400	618	0.225772	0.353685	0.549031	0.0001
67500	619	0.196803	0.386519	0.564548	0.0001
67600	620	0.218234	0.367129	0.657754	0.0001
67700	621	0.195727	0.377657	0.670955	0.0001
67800	621	0.195145	0.364106	0.651819	0.0001
67900	622	0.200649	0.376213	0.693719	0.0001
68000	623	0.184083	0.368159	0.590554	0.0001
68100	625	0.1974	0.377699	0.608542	0.0001
68200	626	0.202873	0.35685	0.725384	0.0001
68300	627	0.202729	0.375985	0.568439	0.0001
68400	627	0.215549	0.382414	0.576535	0.0001
68500	628	0.184519	0.363822	0.591793	0.0001
68600	629	0.169753	0.373256	0.603068	0.0001
68700	630	0.210501	0.376955	0.568073	0.0001
68800	630	0.180775	0.366131	0.618564	0.0001
68900	631	0.17591	0.359579	0.535972	0.0001
69000	632	0.197166	0.356223	0.653071	0.0001
69100	634	0.128577	0.353062	0.543179	0.0001
69200	635	0.237259	0.363391	0.69177	0.0001
69300	636	0.183451	0.351636	0.652891	0.0001
69400	637	0.188345	0.342722	0.686246	0.0001
69500	637	0.157086	0.378418	0.623958	0.0001
69600	638	0.17956	0.363035	0.590027	0.0001
69700	639	0.224456	0.375844	0.72323	0.0001
69800	639	0.131475	0.350423	0.571091	0.0001
69900	640	0.191798	0.36082	0.618192	0.0001
70000	641	0.211694	0.361634	0.581145	0.0001
70100	644	0.174106	0.368379	0.619795	0.0001
70200	644	0.224942	0.369853	0.544523	0.0001
70300	645	0.190069	0.342024	0.522303	0.0001
70400	646	0.185525	0.35746	0.544177	0.0001
70500	647	0.199006	0.382816	0.575008	0.0001
70600	647	0.184929	0.352912	0.612081	0.0001
70700	648	0.195445	0.348704	0.575912	0.0001
70800	649	0.197601	0.383176	0.61196	0.0001
70900	649	0.195605	0.376952	0.616495	0.0001
71000	650	0.142607	0.34939	0.585151	0.0001
71100	653	0.204657	0.362744	0.589638	0.0001
71200	653	0.181018	0.363332	0.618956	0.0001
71300	654	0.169993	0.370178	0.660952	0.0001
71400	655	0.211545	0.361174	0.536581	0.0001
71500	656	0.193622	0.374861	0.567996	0.0001
71600	656	0.196877	0.352449	0.551271	0.0001
71700	657	0.19122	0.364001	0.594605	0.0001
71800	658	0.140211	0.351536	0.618312	0.0001
71900	659	0.181824	0.350299	0.57752	0.0001
72000	659	0.220676	0.370554	0.57724	0.0001
72100	662	0.219153	0.364509	0.624048	0.0001
72200	663	0.225529	0.375069	0.54477	0.0001
72300	663	0.196844	0.379374	0.643457	0.0001
72400	664	0.178942	0.360941	0.630358	0.0001
72500	665	0.196556	0.371326	0.64944	0.0001
72600	666	0.180997	0.382281	0.570085	0.0001
72700	666	0.173799	0.354308	0.585804	0.0001
72800	667	0.228022	0.371275	0.603714	0.0001
72900	668	0.225467	0.358403	0.610221	0.0001
73000	668	0.202252	0.379247	0.565788	0.0001
73100	671	0.230874	0.365473	0.576819	0.0001
73200	672	0.196815	0.355309	0.581678	0.0001
73300	672	0.21644	0.369686	0.602784	0.0001
73400	673	0.192854	0.376146	0.645822	0.0001
73500	674	0.196753	0.366178	0.67926	0.0001
73600	675	0.191123	0.363928	0.602566	0.0001
73700	675	0.207961	0.34741	0.599149	0.0001
73800	676	0.198697	0.37094	0.586339	0.0001
73900	677	0.178526	0.382137	0.571732	0.0001
74000	678	0.1876	0.371419	0.57822	0.0001
74100	680	0.196928	0.353626	0.569566	0.0001
74200	681	0.178561	0.370225	0.561171	0.0001
74300	682	0.200816	0.348843	0.585295	0.0001
74400	682	0.214944	0.356703	0.620601	0.0001
74500	683	0.239087	0.36403	0.67279	0.0001
74600	684	0.22969	0.378811	0.549302	0.0001
74700	684	0.210929	0.362607	0.666106	0.0001
74800	685	0.241277	0.359458	0.640863	0.0001
74900	686	0.19065	0.350716	0.716966	0.0001
75000	687	0.209719	0.361828	0.62288	0.0001
75100	689	0.20612	0.368187	0.621585	0.0001
75200	690	0.184517	0.362712	0.620569	0.0001
75300	691	0.245721	0.373779	0.554178	0.0001
75400	691	0.169204	0.364824	0.57943	0.0001
75500	692	0.204764	0.366611	0.623298	0.0001
75600	693	0.175198	0.366874	0.522713	0.0001
75700	694	0.215159	0.36509	0.552261	0.0001
75800	694	0.166441	0.358331	0.529413	0.0001
75900	695	0.150709	0.353938	0.556133	0.0001
76000	696	0.209271	0.371776	0.596569	0.0001
76100	698	0.10349	0.379731	0.579319	0.0001
76200	699	0.233239	0.363724	0.548469	0.0001
76300	700	0.146822	0.372655	0.620982	0.0001
76400	700	0.161038	0.350449	0.591829	0.0001
76500	701	0.22076	0.367244	0.626221	0.0001
76600	702	0.199518	0.365	0.57027	0.0001
76700	703	0.204418	0.368215	0.560073	0.0001
76800	703	0.202936	0.362193	0.572768	0.0001
76900	704	0.183777	0.352209	0.574216	0.0001
77000	705	0.191711	0.370077	0.606902	0.0001
77100	707	0.196265	0.352504	0.602659	0.0001
77200	708	0.237388	0.351561	0.543342	0.0001
77300	709	0.192395	0.379725	0.583382	0.0001
77400	710	0.195201	0.362341	0.564321	0.0001
77500	710	0.156673	0.362607	0.656097	0.0001
77600	711	0.221752	0.358011	0.731771	0.0001
77700	712	0.182837	0.386321	0.54644	0.0001
77800	713	0.179367	0.357124	0.718944	0.0001
77900	713	0.211622	0.375087	0.553149	0.0001
78000	714	0.207319	0.367862	0.615396	0.0001
78100	716	0.168717	0.371726	0.620608	0.0001
78200	717	0.155741	0.373981	0.677211	0.0001
78300	718	0.198029	0.37075	0.565782	0.0001
78400	719	0.229767	0.354108	0.560938	0.0001
78500	719	0.225101	0.373421	0.606266	0.0001
78600	720	0.200607	0.346875	0.647485	0.0001
78700	721	0.193345	0.356521	0.551889	0.0001
78800	722	0.238177	0.376497	0.587355	0.0001
78900	722	0.192239	0.35949	0.601023	0.0001
79000	723	0.178746	0.384665	0.607888	0.0001
79100	726	0.197214	0.364439	0.682679	0.0001
79200	726	0.213769	0.357959	0.576497	0.0001
79300	727	0.22059	0.37493	0.603668	0.0001
79400	728	0.184933	0.369032	0.557599	0.0001
79500	728	0.212276	0.363695	0.619171	0.0001
79600	729	0.22403	0.377789	0.523704	0.0001
79700	730	0.200901	0.353957	0.621362	0.0001
79800	731	0.21746	0.38018	0.627031	0.0001
79900	731	0.2146	0.363404	0.655511	0.0001
80000	732	0.205475	0.365051	0.582797	1e-05
80100	735	0.152794	0.371396	0.66925	1e-05
80200	736	0.130153	0.385783	0.588779	1e-05
80300	736	0.212092	0.376795	0.574609	1e-05
80400	737	0.202416	0.357048	0.563707	1e-05
80500	738	0.195226	0.380637	0.55423	1e-05
80600	738	0.228036	0.372622	0.729906	1e-05
80700	739	0.227333	0.355329	0.580628	1e-05
80800	740	0.180138	0.350556	0.525173	1e-05
80900	741	0.239928	0.37435	0.649529	1e-05
81000	741	0.215761	0.364341	0.537807	1e-05
81100	744	0.23513	0.384303	0.658106	1e-05
81200	745	0.158299	0.36892	0.583103	1e-05
81300	745	0.188136	0.372116	0.680386	1e-05
81400	746	0.213631	0.377185	0.603535	1e-05
81500	747	0.183404	0.352035	0.546127	1e-05
81600	748	0.210905	0.37586	0.605649	1e-05
81700	748	0.199782	0.354532	0.594593	1e-05
81800	749	0.227532	0.360696	0.572188	1e-05
81900	750	0.171239	0.375038	0.566874	1e-05
82000	750	0.18546	0.363167	0.598045	1e-05
82100	753	0.240223	0.3629	0.561243	1e-05
82200	754	0.174648	0.361186	0.650755	1e-05
82300	754	0.206402	0.373318	0.54084	1e-05
82400	755	0.186111	0.373735	0.552654	1e-05
82500	756	0.190156	0.372898	0.556759	1e-05
82600	757	0.183399	0.352528	0.641249	1e-05
82700	757	0.2012	0.354968	0.660098	1e-05
82800	758	0.19638	0.370309	0.548467	1e-05
82900	759	0.189482	0.387631	0.643305	1e-05
83000	760	0.183911	0.374473	0.562156	1e-05
83100	762	0.218581	0.36458	0.623543	1e-05
83200	763	0.191826	0.375693	0.559646	1e-05
83300	763	0.247101	0.367942	0.652212	1e-05
83400	764	0.223188	0.383077	0.602798	1e-05
83500	765	0.199757	0.346989	0.575384	1e-05
83600	766	0.217489	0.38092	0.566061	1e-05
83700	766	0.155221	0.345909	0.554491	1e-05
83800	767	0.164199	0.357871	0.503007	1e-05
83900	768	0.234374	0.364333	0.668928	1e-05
84000	769	0.193977	0.372664	0.585156	1e-05
84100	771	0.168893	0.373302	0.523645	1e-05
84200	772	0.235284	0.375619	0.532078	1e-05
84300	773	0.195298	0.364264	0.559861	1e-05
84400	773	0.162024	0.363416	0.606558	1e-05
84500	774	0.184361	0.381312	0.598201	1e-05
84600	775	0.172787	0.344923	0.550281	1e-05
84700	775	0.20795	0.372215	0.545746	1e-05
84800	776	0.172667	0.376354	0.598956	1e-05
84900	777	0.220746	0.358134	0.58783	1e-05
85000	778	0.19513	0.386816	0.601746	1e-05
85100	780	0.16835	0.354331	0.59268	1e-05
85200	781	0.219195	0.371543	0.554342	1e-05
85300	782	0.219762	0.357654	0.62185	1e-05
85400	782	0.176216	0.359856	0.647643	1e-05
85500	783	0.21235	0.371517	0.614252	1e-05
85600	784	0.202088	0.360488	0.567346	1e-05
85700	785	0.246026	0.360342	0.689873	1e-05
85800	785	0.220309	0.382032	0.642294	1e-05
85900	786	0.203559	0.367396	0.57341	1e-05
86000	787	0.184159	0.360052	0.582457	1e-05
86100	789	0.149078	0.361946	0.54711	1e-05
86200	790	0.231625	0.375504	0.574397	1e-05
86300	791	0.214293	0.372458	0.567365	1e-05
86400	791	0.162195	0.360064	0.580087	1e-05
86500	792	0.19494	0.361414	0.545983	1e-05
86600	793	0.199149	0.346015	0.665942	1e-05
86700	794	0.18093	0.367268	0.575386	1e-05
86800	794	0.176773	0.358033	0.576735	1e-05
86900	795	0.225562	0.364782	0.581952	1e-05
87000	796	0.217801	0.365395	0.605008	1e-05
87100	798	0.19523	0.364806	0.591915	1e-05
87200	799	0.200815	0.348235	0.522961	1e-05
87300	800	0.215001	0.355151	0.629136	1e-05
87400	801	0.210892	0.368716	0.572951	1e-05
87500	801	0.209872	0.36252	0.541391	1e-05
87600	802	0.212494	0.368731	0.558193	1e-05
87700	803	0.216975	0.3538	0.671889	1e-05
87800	804	0.249514	0.361726	0.561172	1e-05
87900	804	0.221674	0.350079	0.590349	1e-05
88000	805	0.17611	0.367536	0.547593	1e-05
88100	807	0.199849	0.374046	0.554796	1e-05
88200	808	0.165787	0.345613	0.59027	1e-05
88300	809	0.169444	0.360319	0.52269	1e-05
88400	810	0.160295	0.346399	0.633906	1e-05
88500	810	0.133577	0.373321	0.558619	1e-05
88600	811	0.226914	0.369281	0.642195	1e-05
88700	812	0.219902	0.368657	0.5849	1e-05
88800	813	0.21011	0.377406	0.619159	1e-05
88900	813	0.205137	0.366477	0.595091	1e-05
89000	814	0.227709	0.370356	0.548923	1e-05
89100	817	0.204721	0.351563	0.584207	1e-05
89200	817	0.157952	0.361814	0.560404	1e-05
89300	818	0.184697	0.35218	0.562967	1e-05
89400	819	0.162298	0.367328	0.632529	1e-05
89500	819	0.190709	0.359128	0.645272	1e-05
89600	820	0.205431	0.359811	0.618245	1e-05
89700	821	0.198326	0.362083	0.572726	1e-05
89800	822	0.186099	0.375707	0.610685	1e-05
89900	822	0.224514	0.35026	0.645988	1e-05
90000	823	0.172738	0.375291	0.608524	1e-05
90100	826	0.227461	0.359476	0.74657	1e-05
90200	827	0.215684	0.352289	0.544064	1e-05
90300	828	0.198986	0.356923	0.627179	1e-05
90400	828	0.222372	0.361668	0.598861	1e-05
90500	829	0.214031	0.380485	0.64222	1e-05
90600	830	0.17251	0.352036	0.577318	1e-05
90700	830	0.187581	0.356994	0.587242	1e-05
90800	831	0.186964	0.36124	0.54205	1e-05
90900	832	0.214995	0.380675	0.609161	1e-05
91000	833	0.197788	0.354571	0.587161	1e-05
91100	835	0.190779	0.371711	0.617992	1e-05
91200	836	0.210777	0.370737	0.59568	1e-05
91300	837	0.181466	0.354634	0.649466	1e-05
91400	837	0.213012	0.353237	0.543862	1e-05
91500	838	0.182788	0.369096	0.662874	1e-05
91600	839	0.147872	0.353908	0.627502	1e-05
91700	840	0.209552	0.373777	0.629656	1e-05
91800	840	0.164194	0.367428	0.619132	1e-05
91900	841	0.193176	0.358342	0.575363	1e-05
92000	842	0.183233	0.364139	0.606701	1e-05
92100	844	0.162211	0.368662	0.595663	1e-05
92200	845	0.160231	0.367613	0.53504	1e-05
92300	846	0.217807	0.375743	0.599204	1e-05
92400	846	0.213363	0.34283	0.664052	1e-05
92500	847	0.195345	0.365766	0.597559	1e-05
92600	848	0.184022	0.355336	0.575412	1e-05
92700	849	0.172843	0.36258	0.608246	1e-05
92800	849	0.217758	0.348859	0.570308	1e-05
92900	850	0.172192	0.354011	0.567917	1e-05
93000	851	0.173596	0.375857	0.646036	1e-05
93100	853	0.184521	0.35524	0.59192	1e-05
93200	854	0.193457	0.361836	0.663124	1e-05
93300	855	0.219321	0.368059	0.603942	1e-05
93400	855	0.161204	0.365692	0.619343	1e-05
93500	856	0.188285	0.364514	0.5722	1e-05
93600	857	0.212111	0.387798	0.625777	1e-05
93700	858	0.158264	0.362688	0.698127	1e-05
93800	858	0.18184	0.354862	0.596909	1e-05
93900	859	0.243883	0.362321	0.67239	1e-05
94000	860	0.227848	0.367818	0.685012	1e-05
94100	862	0.224948	0.357585	0.581092	1e-05
94200	863	0.229827	0.378374	0.591817	1e-05
94300	864	0.188647	0.360832	0.584692	1e-05
94400	865	0.200666	0.365629	0.615497	1e-05
94500	865	0.171322	0.356458	0.603126	1e-05
94600	866	0.211627	0.375309	0.680512	1e-05
94700	867	0.197222	0.361564	0.584386	1e-05
94800	868	0.2059	0.365101	0.755151	1e-05
94900	868	0.201772	0.36922	0.685712	1e-05
95000	869	0.175878	0.358073	0.640598	1e-05
95100	871	0.215707	0.356005	0.549873	1e-05
95200	872	0.242364	0.383037	0.595125	1e-05
95300	873	0.181326	0.361448	0.541829	1e-05
95400	874	0.215602	0.380052	0.550739	1e-05
95500	874	0.185208	0.365327	0.524608	1e-05
95600	875	0.208287	0.36942	0.587685	1e-05
95700	876	0.202822	0.363008	0.57248	1e-05
95800	877	0.207148	0.355285	0.671781	1e-05
95900	877	0.151753	0.379856	0.573769	1e-05
96000	878	0.203961	0.379164	0.558986	1e-05
96100	881	0.229886	0.358516	0.596308	1e-05
96200	881	0.217785	0.364594	0.639733	1e-05
96300	882	0.199978	0.371643	0.589056	1e-05
96400	883	0.221	0.362237	0.619715	1e-05
96500	884	0.236506	0.373669	0.534708	1e-05
96600	884	0.210118	0.356272	0.608851	1e-05
96700	885	0.203648	0.33604	0.563549	1e-05
96800	886	0.18474	0.380624	0.552576	1e-05
96900	887	0.18132	0.373338	0.631276	1e-05
97000	887	0.180266	0.352967	0.562633	1e-05
97100	890	0.206005	0.34624	0.579487	1e-05
97200	891	0.190857	0.354173	0.538238	1e-05
97300	891	0.180352	0.35885	0.623765	1e-05
97400	892	0.213955	0.364846	0.601445	1e-05
97500	893	0.203893	0.369183	0.578309	1e-05
97600	893	0.210013	0.372058	0.573677	1e-05
97700	894	0.180459	0.359623	0.669421	1e-05
97800	895	0.153318	0.373267	0.532254	1e-05
97900	896	0.191806	0.366172	0.605315	1e-05
98000	896	0.187156	0.366896	0.609235	1e-05
98100	899	0.142659	0.363523	0.601065	1e-05
98200	900	0.190979	0.364986	0.599143	1e-05
98300	900	0.234418	0.372511	0.557333	1e-05
98400	901	0.21644	0.368693	0.670596	1e-05
98500	902	0.206174	0.369101	0.567309	1e-05
98600	903	0.232252	0.382295	0.616925	1e-05
98700	903	0.212277	0.352571	0.565876	1e-05
98800	904	0.181411	0.389636	0.553169	1e-05
98900	905	0.205323	0.373778	0.552581	1e-05
99000	905	0.171732	0.364174	0.589431	1e-05
99100	908	0.2177	0.348045	0.530281	1e-05
99200	909	0.191579	0.374934	0.603957	1e-05
99300	909	0.191451	0.349524	0.60361	1e-05
99400	910	0.168328	0.363105	0.556288	1e-05
99500	911	0.203488	0.348085	0.579921	1e-05
99600	912	0.221959	0.374868	0.520941	1e-05
99700	912	0.234763	0.368233	0.639349	1e-05
99800	913	0.229362	0.372953	0.547907	1e-05
99900	914	0.205795	0.356661	0.574005	1e-05
