2057192003, 1408044408666.0, 2057158934, 2057192003, 50846383741.0, 2057158934, 2057192003, 236411726499.0, 2057158934, 2057192003, 266295417089.0, 2057158934, 2057192003, 401337263603.0, 2057158934, 2057192003, 162121791587.0, 2057158934, 2057192003, 240363658726.0, 2057158934, 2057192003, 0.0, 2057158934, 2057192003, 0.0, 2057158934, 2057184335, 1408044873601.0, 2057159619, 2057184335, 50846400064.0, 2057159619, 2057184335, 236411805117.0, 2057159619, 2057184335, 265003229076.0, 2057159619, 2057184335, 351857497989.0, 2057159619, 2057184335, 161752613498.0, 2057159619, 2057184335, 191147118622.0, 2057159619, 2057184335, 0.0, 2057159619, 2057184335, 0.0, 2057159619
1408057767951.0, 1408057767951.0, 2057178541, 50846857496.0, 50846857496.0, 2057178541, 236413976356.0, 236413976356.0, 2057178541, 266297954455.0, 266297954455.0, 2057178541, 401340968042.0, 401340968042.0, 2057178541, 162123321749.0, 162123321749.0, 2057178541, 240365834877.0, 240365834877.0, 2057178541, 0.0, 0.0, 2057178541, 0.0, 0.0, 2057178541, 1408058461382.0, 1408058461382.0, 2057179566, 50846881693.0, 50846881693.0, 2057179566, 236414094016.0, 236414094016.0, 2057179566, 265005797898.0, 265005797898.0, 2057179566, 351860977151.0, 351860977151.0, 2057179566, 161754193032.0, 161754193032.0, 2057179566, 191149027252.0, 191149027252.0, 2057179566, 0.0, 0.0, 2057179566, 0.0, 0.0, 2057179566
